,crop_points,entry_num,file,first_black_pixel,sf,text,is_header,relative_fbp,cq
19,"[3362, 3490]",20,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_20.png,28.3113749521,0.976254308694,"Campana Philip J 170 Westminster St Rm 300

",False,-2.92876292608,False
20,"[3484, 3598]",21,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_21.png,27.3351206434,0.976254308694,"Catoni Louis 1145 Reservoir Av Cranston R I

",False,-0.976254308694,True
21,"[3608, 3719]",22,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_22.png,238.206051321,0.976254308694,"(02920) Tel 944-4450

",False,210.870930678,False
22,"[3724, 3858]",23,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_23.png,24.4063577173,0.976254308694,"Christiansen & Co 533 Industrial Bank Bldg

",False,-2.92876292608,True
23,"[3852, 3972]",24,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_24.png,244.063577173,0.976254308694,"111 Westminster St (02903), Tel (401) 751-

",False,219.657219456,True
24,"[3972, 4072]",25,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_25.png,236.253542704,0.976254308694,"7511

",False,211.847184987,False
25,"[4090, 4204]",26,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_26.png,21.4775947913,0.976254308694,"Cohn Newton B 15 Westminster St Rm 810

",False,-2.92876292608,False
26,"[4210, 4337]",27,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_27.png,22.4538491,0.976254308694,"Connor Ralph J 198 Dyer St Rm 215

",False,0.976254308694,False
27,"[4332, 4464]",28,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_28.png,25.382612026,0.976254308694,"Pi Stefano & Co 741 Howard Bldg

",False,3.90501723478,False
28,"[4454, 4582]",29,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_29.png,23.4301034087,0.976254308694,"Ernst & Ernst One Hospital Trust- Plaza

",False,1.95250861739,True
29,"[4580, 4696]",30,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_30.png,232.348525469,0.976254308694,"(02903), Tel 331-7000

",False,210.870930678,False
30,"[4698, 4824]",31,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_31.png,25.382612026,0.976254308694,"Fielding Ralph R 15 Westminster St Rm 604

",False,3.90501723478,False
31,"[4812, 4932]",32,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_32.png,24.4063577173,0.976254308694,"Harris & Gifford 15 Westminster St Rm 815.

",False,2.92876292608,False
32,"[4942, 5070]",33,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_33.png,23.4301034087,0.976254308694,"Haskins & Sells 1501 Hospital Trust Tower

",False,1.95250861739,True
33,"[5066, 5178]",34,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_34.png,232.348525469,0.976254308694,"(02903), Tel 861-0740

",False,210.870930678,False
34,"[5184, 5306]",35,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_35.png,23.4301034087,0.976254308694,"Levesque Colucci & Co 245 Waterman St Rm

",False,0.976254308694,True
35,"[5308, 5407]",36,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_36.png,128.865568748,0.976254308694,"403

",False,105.435465339,False
36,"[5428, 5538]",37,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_37.png,23.4301034087,0.976254308694,"Markoff Eli 111 Westminster St Rm 1915

",False,0.0,False
37,"[5548, 5672]",38,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_38.png,23.4301034087,0.976254308694,"Martone Robt 34 Brinkley St

",False,0.0,False
38,"[5670, 5781]",39,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_39.png,18.5488318652,0.976254308694,"O1Brien E L & Co 111 Westminster St Rm

",False,-4.88127154347,True
39,"[5792, 5892]",40,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (1)_40.png,129.841823056,0.976254308694,"2002

",False,111.292991191,False
40,"[0, 120]",1,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_1.png,39.9008042895,0.973190348525,,False,,False
41,"[120, 230]",2,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_2.png,250.109919571,0.973190348525,"CONTD

",True,210.209115282,False
42,"[254, 370]",3,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_3.png,40.8739946381,0.973190348525,"Peat Marwick Mitchell & Co 40 Westminster

",False,0.973190348525,True
43,"[374, 478]",4,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_4.png,145.978552279,0.973190348525,"St Rm 1800

",False,106.077747989,False
44,"[500, 615]",5,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_5.png,40.8739946381,0.973190348525,"Picchione Nicholas & Co 480 Benefit St

",False,0.973190348525,False
45,"[624, 741]",6,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_6.png,37.9544235925,0.973190348525,"Price Waterhouse & Co 40 Westminster St

",False,-1.94638069705,True
46,"[753, 872]",7,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_7.png,245.243967828,0.973190348525,"(Suite 1200) (02903) Tel 421-0501

",False,207.289544236,False
47,"[876, 990]",8,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_8.png,34.0616621984,0.973190348525,"Selinker Solomon E 472 Smith St

",False,-3.8927613941,False
48,"[1002, 1123]",9,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_9.png,33.0884718499,0.973190348525,"Shea Quinlan J 15 Westminster St Rm 928

",False,-0.973190348525,False
49,"[1126, 1244]",10,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_10.png,33.0884718499,0.973190348525,"Sholes Andrew G 40 Westminster St Rm 1005

",False,0.0,False
50,"[1252, 1370]",11,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_11.png,32.1152815013,0.973190348525,"Silverman Jones & Co 15 Westminster St Rm

",False,-0.973190348525,True
51,"[1381, 1478]",12,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_12.png,140.139410188,0.973190348525,"840

",False,108.024128686,False
52,"[1503, 1634]",13,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_13.png,32.1152815013,0.973190348525,"Villatico Guy 60 Broadway Suite G

",False,0.0,False
53,"[1628, 1744]",14,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_14.png,31.1420911528,0.973190348525,"Ward Fisher & Co 111 Westminster St Rm

",False,-0.973190348525,True
54,"[1756, 1852]",15,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_15.png,140.139410188,0.973190348525,"510

",False,108.997319035,False
55,"[1878, 2007]",16,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_16.png,29.1957104558,0.973190348525,"Young Arthur & Company 111 Westminster

",False,-1.94638069705,True
56,"[2006, 2120]",17,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_17.png,236.485254692,0.973190348525,"St (02903), Tel 274-1800

",False,207.289544236,False
57,"[2264, 2393]",18,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_18.png,312.394101877,0.973190348525,"ACCOUNTANTS-PUBLIC

",True,283.198391421,False
58,"[2520, 2634]",19,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_19.png,27.2493297587,0.973190348525,"Allen David 76 Westminster St Rm 1105

",False,-1.94638069705,False
59,"[2647, 2758]",20,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_20.png,25.3029490617,0.973190348525,"Ambrifi & Assoc 34 Pontiac Av Rm 1

",False,-1.94638069705,False
60,"[2774, 2890]",21,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_21.png,27.2493297587,0.973190348525,"Ayers Earl 547 Mt Pleasant Av

",False,1.94638069705,False
61,"[2896, 3024]",22,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_22.png,28.2225201072,0.973190348525,"Barone Norman A 703 Fruit Hill Av (N Prov)

",False,2.91957104558,False
62,"[3022, 3143]",23,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_23.png,27.2493297587,0.973190348525,"Bergman Paul 270 Cole Av

",False,1.94638069705,False
63,"[3148, 3276]",24,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_24.png,27.2493297587,0.973190348525,"Blake Harvey Accounting 1051 Broad St

",False,1.94638069705,False
64,"[3276, 3400]",25,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_25.png,26.2761394102,0.973190348525,"Bresef'xeld Wm A 224 Villa Av (N Prov)

",False,0.973190348525,False
65,"[3402, 3516]",26,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_26.png,25.3029490617,0.973190348525,"Brown Lawrence E 36 Whitmarsh St

",False,0.0,False
66,"[3528, 3656]",27,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_27.png,21.4101876676,0.973190348525,"Calabrese Joseph 24'b Farmington Av

",False,-3.8927613941,False
67,"[3652, 3774]",28,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_28.png,19.4638069705,0.973190348525,"Campana Falco B 135 Whitford Av

",False,-1.94638069705,False
68,"[3776, 3890]",29,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_29.png,18.490616622,0.973190348525,"Ched Limited 245 Waterman St Rm 400

",False,-0.973190348525,False
69,"[3904, 4015]",30,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_30.png,18.490616622,0.973190348525,"Ciolfl Alex & Co 207 Union Av

",False,0.0,False
70,"[4030, 4152]",31,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_31.png,16.5442359249,0.973190348525,"Clegg Geo B Public Acct 111 Westminster St

",False,-1.94638069705,True
71,"[4158, 4260]",32,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_32.png,128.461126005,0.973190348525,"Rm 617

",False,111.91689008,False
72,"[4282, 4406]",33,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_33.png,16.5442359249,0.973190348525,"Clements Roy F 35 Klondike St

",False,0.0,False
73,"[4406, 4540]",34,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_34.png,15.5710455764,0.973190348525,"Cofman Morris & Associates 116 Wayland Av

",False,-0.973190348525,False
74,"[4532, 4650]",35,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_35.png,15.5710455764,0.973190348525,"Corrente Frank E 111 Westminster St Rm 523

",False,0.0,False
75,"[4664, 4775]",36,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_36.png,18.490616622,0.973190348525,"D'Amico Robt A & Co 515 Smith St

",False,2.91957104558,False
76,"[4789, 4919]",37,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_37.png,17.5174262735,0.973190348525,"David Bennie A 168 Broadway

",False,1.94638069705,False
77,"[4916, 5048]",38,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_38.png,15.5710455764,0.973190348525,"Della Ventura Guy 36 Olneyville Sq Rm 5

",False,0.0,False
78,"[5042, 5175]",39,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_39.png,16.5442359249,0.973190348525,"Di Chiara Michl W 1410 Mineral Spring Av(N

",False,0.973190348525,True
79,"[5170, 5281]",40,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_40.png,124.568364611,0.973190348525,"Prov)

",False,108.997319035,False
80,"[5294, 5420]",41,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_41.png,14.5978552279,0.973190348525,"Drummond Accounting Service 850 Admiral St

",False,-0.973190348525,False
81,"[5419, 5542]",42,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_42.png,15.5710455764,0.973190348525,"Duffy A Edgell 170 Westminster St Rm 300

",False,0.973190348525,False
82,"[5544, 5672]",43,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_43.png,14.5978552279,0.973190348525,"Dufour Keenan Tripp 76 Westminster St Rm

",False,0.0,True
83,"[5676, 5772]",44,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_44.png,120.675603217,0.973190348525,"315

",False,106.077747989,False
84,"[5762, 5917]",45,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (2)_45.png,14.5978552279,0.973190348525,"Dydb Joseph A 27 Algonquin St

",False,0.0,False
85,"[20, 134]",1,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_1.png,40.9214860207,0.998085024895,"ACCOUNTANTS-PUBLIG-CONTD

",True,,False
86,"[140, 268]",2,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_2.png,43.9157410954,0.998085024895,"EDSON HUBERT 849 N Main St (02904),

",False,2.99425507468,True
87,"[262, 364]",3,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_3.png,253.513596323,0.998085024895,"Tel 831-1470

",False,212.592110303,False
88,"[372, 500]",4,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_4.png,41.9195710456,0.998085024895,"gmst & Ernst One Hosp Trust Plaza 17th Fl

",False,0.998085024895,False
89,"[490, 613]",5,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_5.png,41.9195710456,0.998085024895,"Ervanian Stanley S 111-Westminster St Rm

",False,0.998085024895,True
90,"[610, 707]",6,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_6.png,150.710838759,0.998085024895,"523

",False,109.789352738,False
91,"[726, 855]",7,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_7.png,39.9234009958,0.998085024895,"Eederico Michl T & Co 57 Eddy St Rm 212

",False,-0.998085024895,False
92,"[846, 964]",8,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_8.png,39.9234009958,0.998085024895,"Feeney James E 154 Francis St 2d F1

",False,0.0,False
93,"[964, 1085]",9,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_9.png,39.9234009958,0.998085024895,"Ferrara R P & Co 1845 Smith St (N Prov) Rm

",False,0.0,True
94,"[1082, 1178]",10,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_10.png,148.714668709,0.998085024895,,False,108.791267714,False
95,"[1198, 1310]",11,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_11.png,33.9348908464,0.998085024895,"Gereboff & Co 111 Westminster St Rm 620

",False,-5.98851014937,False
96,"[1318, 1424]",12,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_12.png,35.9310608962,0.998085024895,"H & R Block 490 Elmwood Av

",False,1.99617004979,False
97,"[1435, 1544]",13,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_13.png,35.9310608962,0.998085024895,"H & R Block Inc 1075 Chalkstone Av

",False,1.99617004979,False
98,"[1554, 1680]",14,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_14.png,35.9310608962,0.998085024895,"Hagopian James 410 Hope St

",False,1.99617004979,False
99,"[1670, 1778]",15,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_15.png,33.9348908464,0.998085024895,"Izzo Vincent T 1038 Chailkstone Av

",False,0.0,False
100,"[1786, 1896]",16,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_16.png,27.9463806971,0.998085024895,"Jacobs Gerald 428 Smith St Rm 7

",False,-5.98851014937,False
101,"[1906, 2032]",17,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_17.png,26.9482956722,0.998085024895,"Jarcho Myer C 501 Angell St

",False,-0.998085024895,False
102,"[2024, 2132]",18,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_18.png,31.9387207966,0.998085024895,"K-P Audit Co 111 Westminster St Rm 417

",False,4.99042512447,False
103,"[2140, 2266]",19,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_19.png,33.9348908464,0.998085024895,"Kanter Herbert 501 Angell St

",False,6.98659517426,False
104,"[2258, 2387]",20,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_20.png,31.9387207966,0.998085024895,"Kaufman Miller & Company 300 Old Colony

",False,4.99042512447,True
105,"[2376, 2497]",21,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_21.png,247.525086174,0.998085024895,"Bldg, 347 Main St (Pawtucket, R I;

",False,220.576790502,True
106,"[2496, 2608]",22,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_22.png,243.532746074,0.998085024895,"02862), Tel 725-8300

",False,216.584450402,False
107,"[2612, 2730]",23,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_23.png,29.9425507468,0.998085024895,"Kenyon John T 74 Vassar Av

",False,2.99425507468,False
108,"[2730, 2854]",24,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_24.png,29.9425507468,0.998085024895,"Kilberg Pierce & Co 111 Wayland Av

",False,2.99425507468,False
109,"[2848, 2972]",25,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_25.png,29.9425507468,0.998085024895,"Labush Bernard 501 Angell St

",False,2.99425507468,False
110,"[2966, 3094]",26,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_26.png,28.9444657219,0.998085024895,"Latina Ralph A 1243 Mineral Spring Av(N

",False,-0.998085024895,True
111,"[3086, 3196]",27,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_27.png,139.731903485,0.998085024895,"Prov)

",False,110.787437763,False
112,"[3206, 3318]",28,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_28.png,28.9444657219,0.998085024895,"Laventhol & Horwath 40 Westminster St Rm

",False,0.0,True
113,"[3326, 3423]",29,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_29.png,145.720413635,0.998085024895,"1120

",False,116.775947913,False
114,"[3442, 3566]",30,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_30.png,24.9521256224,0.998085024895,"M A S Associates 58 Weybosset St Rm 703

",False,-3.99234009958,False
115,"[3560, 3688]",31,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_31.png,25.9502106473,0.998085024895,"Mardo Anthony & Co 438 Broadway

",False,0.998085024895,False
116,"[3678, 3800]",32,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_32.png,23.9540405975,0.998085024895,"Masso Thos J 1845 Smith St (N Prbv) Rm 2

",False,-0.998085024895,False
117,"[3795, 3920]",33,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_33.png,23.9540405975,0.998085024895,"Mastroianni Anthony J 15 Lewis St (N Prov)

",False,0.0,False
118,"[3916, 4024]",34,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_34.png,23.9540405975,0.998085024895,"Monacelli Ovid L 428 Smith St Rm 1

",False,0.0,False
119,"[4034, 4154]",35,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_35.png,21.9578705477,0.998085024895,"Murphy Raymond F & Co 111 Westminster St

",False,-1.99617004979,True
120,"[4152, 4252]",36,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_36.png,133.743393336,0.998085024895,"Rm 1700

",False,111.785522788,False
121,"[4268, 4390]",37,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_37.png,21.9578705477,0.998085024895,"Norberg John H 154 Francis St 2d Fl

",False,0.0,False
122,"[4386, 4497]",38,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_38.png,17.9655304481,0.998085024895,"Orlando & Turcotte 15 Westminster St Rm

",False,-3.99234009958,True
123,"[4508, 4606]",39,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_39.png,129.751053236,0.998085024895,"910

",False,111.785522788,False
124,"[4626, 4736]",40,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_40.png,16.9674454232,0.998085024895,"Over Petrone & Co 15 Westminster St Rm

",False,-0.998085024895,True
125,"[4748, 4844]",41,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_41.png,137.735733435,0.998085024895,"1005

",False,120.768288012,False
126,"[4864, 4988]",42,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_42.png,16.9674454232,0.998085024895,"Pascarella Steph E 107 Bolton Av

",False,0.0,False
127,"[4982, 5106]",43,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_43.png,17.9655304481,0.998085024895,"Pascarella Steph E 2d 107 Bolton Av

",False,0.998085024895,False
128,"[5101, 5208]",44,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_44.png,15.9693603983,0.998085024895,"Pascarella & Trench 15 Westminster St Rm

",False,-0.998085024895,True
129,"[5221, 5318]",45,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_45.png,134.741478361,0.998085024895,"1140

",False,118.772117962,False
130,"[5336, 5462]",46,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_46.png,14.9712753734,0.998085024895,"Paterra J J & Co 414 Broadway

",False,-0.998085024895,False
131,"[5455, 5562]",47,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_47.png,15.9693603983,0.998085024895,"Pelich Robt 76 Westminster St Rm 1105

",False,0.998085024895,False
132,"[5574, 5698]",48,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_48.png,14.9712753734,0.998085024895,"Phillips Milton 1 Jackson Walkway Suite 3

",False,0.0,False
133,"[5692, 5800]",49,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_49.png,14.9712753734,0.998085024895,"Piccerelli Gilstein & Co 144 Westminster St 3d

",False,0.0,True
134,"[5812, 5906]",50,test/no_ads/margins_fixed/cropped/entry/1978_Page_51 (3)_50.png,126.756798162,0.998085024895,"F1

",False,111.785522788,False
135,"[12, 111]",1,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_1.png,16.0857908847,1.00536193029,"ACCOUNTANTS-PUBLIC-CONTD

",True,,False
136,"[129, 227]",2,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_2.png,18.0965147453,1.00536193029,"Pritsker & Block 111 Westminster St Rm 1235

",False,2.01072386059,False
137,"[249, 361]",3,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_3.png,20.1072386059,1.00536193029,"Radcliffe And Co Rear 1410 Mineral Spring

",False,4.02144772118,True
138,"[371, 473]",4,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_4.png,130.697050938,1.00536193029,"Av(N Prov)

",False,114.611260054,False
139,"[483, 601]",5,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_5.png,21.1126005362,1.00536193029,"Ricapito Michl P 1480 Mineral Spring Av(N

",False,5.02680965147,True
140,"[609, 711]",6,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_6.png,135.72386059,1.00536193029,"Prov)

",False,119.638069705,False
141,"[721, 835]",7,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_7.png,24.1286863271,1.00536193029,"Rogers Ellis R 184 Vemdale Av

",False,8.04289544236,False
142,"[835, 933]",8,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_8.png,24.1286863271,1.00536193029,"Roiff Herbert A & Co 170 Westminster St Rm

",False,8.04289544236,True
143,"[963, 1053]",9,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_9.png,134.71849866,1.00536193029,"700

",False,118.632707775,False
144,"[1075, 1171]",10,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_10.png,24.1286863271,1.00536193029,"Ross Joslin 44 Warren St

",False,6.03217158177,False
145,"[1192, 1305]",11,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_11.png,25.1340482574,1.00536193029,"Rouslin Edw 86 Weybosset St -."".m 406

",False,5.02680965147,False
146,"[1308, 1423]",12,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_12.png,23.1233243968,1.00536193029,"S-S Accounting 344 Wickenden St

",False,2.01072386059,False
